NetflixViewingHistory
Title;Date
How I Met Your Mother: 4. Sezon: Üç Gün Kuralı;9/28/19
How I Met Your Mother: 4. Sezon: Mosbius Tasarım;9/28/19
How I Met Your Mother: 4. Sezon: Murtaugh;9/23/19
How I Met Your Mother: 4. Sezon: Yaşlı Kral Clancy;9/22/19
How I Met Your Mother: 4. Sezon: Ön Veranda;9/22/19
How I Met Your Mother: 4. Sezon: Üzgünüm Kanka;9/21/19
How I Met Your Mother: 4. Sezon: Stinson Ailesi;9/21/19
How I Met Your Mother: 4. Sezon: Mümkânsız;9/21/19
How I Met Your Mother: 4. Sezon: Karlı Üç Gün;9/18/19
How I Met Your Mother: 4. Sezon: Faydalar;9/15/19
How I Met Your Mother: 4. Sezon: Küçük Minnesota;9/15/19
How I Met Your Mother: 4. Sezon: Kavga;9/15/19
How I Met Your Mother: 4. Sezon: Çıplak Adam;9/15/19
How I Met Your Mother: 4. Sezon: Woooo!;9/14/19
How I Met Your Mother: 4. Sezon: Baba Olmama Günü;9/14/19
How I Met Your Mother: 4. Sezon: Sonsuza Dek Mutlu;9/14/19
How I Met Your Mother: 4. Sezon: Shelter Adası;9/14/19
How I Met Your Mother: 4. Sezon: Müdahale;9/13/19
How I Met Your Mother: 4. Sezon: New Jersey'i Seviyorum;9/13/19
How I Met Your Mother: 4. Sezon: New York'un En İyi Hamburgeri;9/11/19
How I Met Your Mother: 4. Sezon: Seni Tanıyor muyum?;9/11/19
How I Met Your Mother: 3. Sezon: Mucizeler;9/11/19
How I Met Your Mother: 3. Sezon: Hepsi Satılık;9/11/19
How I Met Your Mother: 3. Sezon: Telafi Kankası;9/10/19
How I Met Your Mother: 3. Sezon: Keçi;9/9/19
How I Met Your Mother: 3. Sezon: Kumdan Kaleler;9/9/19
How I Met Your Mother: 3. Sezon: Bağırma Zinciri;9/1/19
How I Met Your Mother: 3. Sezon: Liste;9/1/19
How I Met Your Mother: 3. Sezon: On Seans;9/1/19
How I Met Your Mother: 3. Sezon: Yarın Yok;8/31/19
How I Met Your Mother: 3. Sezon: Platin Kural;8/27/19
How I Met Your Mother: 3. Sezon: Bağlantı Kopması;8/27/19
Ezel: 18. Bölüm;8/27/19
Ezel: 19. Bölüm;8/27/19
How I Met Your Mother: 3. Sezon: Tokat Günü;8/26/19
How I Met Your Mother: 3. Sezon: Kötü Alışkanlıklar;8/26/19
Ezel: 17. Bölüm;8/25/19
Ezel: 16. Bölüm;8/23/19
Ezel: 15. Bölüm;8/22/19
Ezel: 14. Bölüm;8/22/19
Ezel: 13. Bölüm;8/21/19
Ezel: 12. Bölüm;8/21/19
Ezel: 11. Bölüm;8/20/19
Ezel: 10. Bölüm;8/20/19
Ezel: 9. Bölüm;8/20/19
Ezel: 8. Bölüm;8/20/19
Ezel: 7. Bölüm;8/20/19
Ezel: 6. Bölüm;8/19/19
Ezel: 5. Bölüm;8/19/19
Ezel: 4. Bölüm;8/18/19
Ezel: 3. Bölüm;8/18/19
Ezel: 2. Bölüm;8/18/19
Ezel: 1. Bölüm;8/17/19
How I Met Your Mother: 3. Sezon: Dowisetrepla;8/14/19
İlle De Sen;8/11/19
The Powerpuff Girls: Professor Proofed;8/8/19
Lucifer: 1. Sezon: Pilot Bölüm;8/8/19
La casa de papel: 3. Kısım: Sapma;7/28/19
La casa de papel: 3. Kısım: Kısa Bir Tatil;7/24/19
La casa de papel: 3. Kısım: Her Şey Önemsiz Göründü;7/24/19
La casa de papel: 3. Kısım: Güm, Güm, Ciao;7/22/19
La casa de papel: 3. Kısım: Flipper Planı;7/22/19
La casa de papel: 3. Kısım: Yerin 48 Metre Altında;7/22/19
La casa de papel: 3. Kısım: Aikido;7/22/19
La casa de papel: 3. Kısım: Geri Döndük;7/20/19
La casa de papel: 2. Kısım: 9. Bölüm;7/20/19
La casa de papel: 2. Kısım: 8. Bölüm;7/20/19
La casa de papel: 2. Kısım: 7. Bölüm;7/20/19
La casa de papel: 2. Kısım: 6. Bölüm;7/20/19
La casa de papel: 2. Kısım: 5. Bölüm;7/19/19
La casa de papel: 2. Kısım: 4. Bölüm;7/18/19
La casa de papel: 2. Kısım: 3. Bölüm;7/16/19
La casa de papel: 2. Kısım: 2. Bölüm;7/16/19
La casa de papel: 2. Kısım: 1. Bölüm;7/16/19
La casa de papel: 1. Kısım: 13. Bölüm;7/16/19
La casa de papel: 1. Kısım: 12. Bölüm;7/15/19
La casa de papel: 1. Kısım: 11. Bölüm;7/15/19
La casa de papel: 1. Kısım: 10. Bölüm;7/15/19
La casa de papel: 1. Kısım: 8. Bölüm;7/15/19
La casa de papel: 1. Kısım: 7. Bölüm;7/15/19
La casa de papel: 1. Kısım: 6. Bölüm;7/15/19
How I Met Your Mother: 3. Sezon: Ben O Adam Değilim;7/8/19
Lucifer: 4. Sezon: Cehennemin Yeni Kralı Kimmiş?;7/5/19
How I Met Your Mother: 3. Sezon: Diğer Herkesle Nasıl Tanıştım?;7/2/19
How I Met Your Mother: 3. Sezon: Çocuklar;7/2/19
How I Met Your Mother: 3. Sezon: Üçteker;6/28/19
How I Met Your Mother: 3. Sezon: Biz Buralı Değiliz;6/28/19
How I Met Your Mother: 3. Sezon: Bekle;6/28/19
The Powerpuff Girls: Odd Bubbles Out;6/20/19
The Powerpuff Girls: Electric Buttercup;6/17/19
The Powerpuff Girls: Rainy Day;6/14/19
The Powerpuff Girls: The Secret Life of Blossom Powerpuff;6/14/19
The Powerpuff Girls: The Big Sleep;6/10/19
The Powerpuff Girls: Presidential Punchout;6/10/19
The Powerpuff Girls: Road Trippin';6/9/19
How I Met Your Mother: 2. Sezon: Kolonlar;6/9/19
The Powerpuff Girls: In the Garden of Good and Eddie;6/8/19
The Powerpuff Girls: Man Up 2: Still Maning;6/8/19
The Powerpuff Girls: Virüs Salgını;6/8/19
The Powerpuff Girls: Once upon a Townsville;6/8/19
The Powerpuff Girls: Fashion Forward;6/8/19
The Powerpuff Girls: Heyecan Dolu Bir Gece;6/7/19
The Powerpuff Girls: Bubbles of the Opera;6/6/19
The Powerpuff Girls: Frenemy;6/6/19
The Powerpuff Girls: Blue Ribbon Blues;6/6/19
The Powerpuff Girls: Puffdora's Box;6/6/19
The Powerpuff Girls: Arachno-Romance;6/6/19
The Powerpuff Girls: Little Octi-Lost;6/6/19
The Powerpuff Girls: Secret Swapper of Doom;6/6/19
The Powerpuff Girls: Bye, Bye Bellum;6/6/19
The Powerpuff Girls: Snow Month;6/5/19
The Powerpuff Girls: Gökkuşağı;6/5/19
How I Met Your Mother: 2. Sezon: Ödünç Alınmış Bir Şey;6/5/19
How I Met Your Mother: 2. Sezon: Kaç Para?;6/5/19
The Powerpuff Girls: Man Up;6/5/19
The Powerpuff Girls: Power-Up Puff;6/5/19
The Powerpuff Girls: Escape from Monster Island;6/5/19
The Powerpuff Girls: Taç Sorunu;6/5/19
The Powerpuff Girls: Ağır Silahlı;6/5/19
Friends: Monica Ev Arkadaşı Ediniyor (Pilot Bölüm);6/5/19
The Powerpuff Girls: The Winklegruff Gals;6/2/19
How I Met Your Mother: 2. Sezon: Şanslı Çeyreklik;6/2/19
How I Met Your Mother: 2. Sezon: Pazartesi Gecesi Futbolu;6/2/19
How I Met Your Mother: 2. Sezon: İlk Defa New York'ta;6/2/19
How I Met Your Mother: 2. Sezon: Lily Noel'i Nasıl Mahvetti?;6/1/19
How I Met Your Mother: 2. Sezon: Tokat İddiası;6/1/19
How I Met Your Mother: 2. Sezon: Swarley;5/31/19
How I Met Your Mother: 2. Sezon: Aldrin Adaleti;5/31/19
How I Met Your Mother: 2. Sezon: Dünyanın En Harika Çifti;5/31/19
How I Met Your Mother: 2. Sezon: Mimar Ted Mosby;5/31/19
How I Met Your Mother: 2. Sezon: Brunch;5/31/19
How I Met Your Mother: 2. Sezon: Akrep ve Kurbağa;5/26/19
The Powerpuff Girls: The Stayover;5/26/19
The Powerpuff Girls: Borazan;5/26/19
How I Met Your Mother: 2. Sezon: Nerede Kalmıştık?;5/25/19
How I Met Your Mother: Hadisene!;5/25/19
Lucifer: 4. Sezon: Lucifer'ı Kurtarmak;5/22/19
Lucifer: 4. Sezon: Çok Kötü Bir Sevgili;5/22/19
Lucifer: 4. Sezon: Şeytan İşini Yapar;5/21/19
Lucifer: 4. Sezon: İş İçin Yanlış Pantolon;5/19/19
Lucifer: 4. Sezon: Ereksiyon Hâlinde Ölmek;5/19/19
Lucifer: 4. Sezon: İnancınız Zayıf, Peder;5/18/19
Lucifer: 4. Sezon: Biri Dante'nin Cehennemi'ni Okumuş;5/18/19
Lucifer: 4. Sezon: Her Şey Yolunda;5/18/19
Lucifer: 3. Sezon: Bir Zamanlar;5/18/19
Lucifer: 3. Sezon: Vay Normal!;5/18/19
Lucifer: 3. Sezon: Sözünün Şeytanıyım;5/17/19
Lucifer: 3. Sezon: Tam Deckerstar'lık;5/17/19
Lucifer: 3. Sezon: Herkes Decker'a El Atsın;5/16/19
Lucifer: 3. Sezon: Pierce'ın Yaptığı Her Şeyin Daha İyisini Yapabilirim;5/16/19
Lucifer: 3. Sezon: San Bernardino Meleği;5/14/19
Lucifer: 3. Sezon: Yeni Maze'e Turuncu Tulum Yakışır;5/12/19
Lucifer: 3. Sezon: Son Kalp Yarası;5/12/19
Lucifer: 3. Sezon: Bırakalım da İğneli Kafa Şarkısını Söylesin!;5/10/19
The Powerpuff Girls: Princess Buttercup;5/5/19
Lucifer: 3. Sezon: Cehennemin Kobay Faresi;5/3/19
How I Met Your Mother: Süt;4/27/19
How I Met Your Mother: Unutulmaz Balo;4/27/19
Sex Education: 1. Sezon: 1. Bölüm;4/27/19
How I Met Your Mother: Avukat Asistanı Mary;4/27/19
Winx Dünyası: Şehrin Altındaki Canavar;4/27/19
How I Met Your Mother: Gece İkiden Sonra İyi Bir Şey Olmaz;4/25/19
How I Met Your Mother: Goriller Arasında Yaşam;4/24/19
How I Met Your Mother: Kapkek;4/23/19
